1,105,CORP TAX,2019,CORP TAX - 2019,7,2020-02-05,2020-10-31,YES,Shogo-san is in charge,4100,1,0,NULL,NULL,NULL
2,105,INDIV TAX,2019,INDIV TAX - 2019,7,2020-01-13,2020-06-26,YES,Shogo-san is in charge,2440,1,0,NULL,NULL,NULL
3,0,Administration,2020,Administration - 2020,1,2020-01-01,2020-12-31,NO,,0,1,0,NULL,NULL,NULL
4,0,BM,2020,BM - 2020,1,2020-01-01,2020-12-31,NO,,0,1,0,NULL,NULL,NULL
5,0,Business Development,2020,Business Development - 2020,1,2020-01-01,2020-12-31,NO,,0,1,0,NULL,NULL,NULL
7,0,Company Improvement Project,2020,Company Improvement Project - 2020,1,2020-01-01,2020-12-31,NO,,0,1,0,NULL,NULL,NULL
9,0,CPE and Training,2020,CPE and Training - 2020,1,2020-01-01,2020-12-31,NO,,0,1,0,NULL,NULL,NULL
13,0,Leave of Absence (Non-Paid),2020,Leave of Absence (Non-Paid) - 2020,1,2020-01-01,2020-12-31,NO,,0,1,0,NULL,NULL,NULL
14,0,Legal and Immigration,2020,Legal and Immigration - 2020,1,2020-01-01,2020-12-31,NO,,0,1,0,NULL,NULL,NULL
15,0,Meal Break (Non-Paid),2020,Meal Break (Non-Paid) - 2020,1,2020-01-01,2020-12-31,NO,,0,1,0,NULL,NULL,NULL
16,0,Meeting,2020,Meeting - 2020,1,2020-01-01,2020-12-31,NO,,0,1,0,NULL,NULL,NULL
17,0,Paid Rest Break,2020,Paid Rest Break - 2020,1,2020-01-01,2020-12-31,NO,,0,1,0,NULL,NULL,NULL
18,0,Payroll,2020,Payroll - 2020,1,2020-01-01,2020-12-31,NO,,0,1,0,NULL,NULL,NULL
19,0,Peer Review,2020,Peer Review - 2020,1,2020-01-01,2020-12-31,NO,,0,1,0,NULL,NULL,NULL
20,0,Recruiting,2020,Recruiting - 2020,1,2020-01-01,2020-12-31,NO,,0,1,0,NULL,NULL,NULL
21,0,Research,2020,Research - 2020,1,2020-01-01,2020-12-31,NO,,0,1,0,NULL,NULL,NULL
23,0,Software Maintenance/Management,2020,Software Maintenance/Management - 2020,1,2020-01-01,2020-12-31,NO,,0,1,0,NULL,NULL,NULL
25,1,TAX EQ,2019,TAX EQ - 2019,6,2020-01-01,2020-12-31,YES,ITR_various fee based on number of ITR and forms,0,1,0,NULL,NULL,NULL
26,20,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2020-12-31,YES,,3520,1,0,NULL,NULL,NULL
27,108,INDIV TAX,2019,INDIV TAX - 2019,6,2020-03-24,2020-07-31,YES,,1200,1,0,NULL,NULL,NULL
28,2,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2021-05-31,YES,,3400,1,0,NULL,NULL,NULL
29,21,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES,Irregular BM service,0,1,0,NULL,NULL,NULL
30,4,CORP TAX,2019,CORP TAX - 2019,6,2020-05-01,2020-12-31,YES,,3255,1,0,NULL,NULL,NULL
31,4,INDIV TAX,2019,INDIV TAX - 2019,6,2019-12-01,2020-12-31,YES,,700,1,0,NULL,NULL,NULL
32,5,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2020-12-31,YES,,3860,1,0,NULL,NULL,NULL
33,25,INDIV TAX,2019,INDIV TAX - 2019,6,2020-01-01,2020-12-31,YES,"Same project with ""Amano, Satoru""",1200,1,0,NULL,NULL,NULL
34,6,INDIV TAX,2019,INDIV TAX - 2019,6,2020-01-01,2020-12-31,YES,,1100,1,0,NULL,NULL,NULL
35,28,BM,2020,BM - 2020,6,2020-01-01,2021-01-31,YES,GU calculation per person,300,1,0,NULL,NULL,NULL
36,7,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES,,280,12,0,NULL,NULL,NULL
37,7,CORP TAX,2018,CORP TAX - 2018,6,2019-08-01,2020-07-31,YES,,3000,1,0,NULL,NULL,NULL
38,7,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2020-10-15,YES,,3000,1,0,NULL,NULL,NULL
39,8,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES,,600,12,0,NULL,NULL,NULL
40,8,CORP TAX,2018,CORP TAX - 2018,6,2020-01-01,2020-10-15,YES,,3000,1,0,NULL,NULL,NULL
41,8,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2020-12-31,YES,,3000,1,0,NULL,NULL,NULL
42,109,INDIV TAX,2019,INDIV TAX - 2019,6,2020-03-01,2020-05-31,YES,,800,1,0,NULL,NULL,NULL
43,110,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES,GU calculation per person,300,1,0,NULL,NULL,NULL
44,11,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2020-11-15,YES,,6450,1,0,NULL,NULL,NULL
45,11,CORP TAX,2020,CORP TAX - 2020,6,2020-03-01,2021-11-15,YES,,6450,1,0,NULL,NULL,NULL
46,40,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES,Irregular BM service,0,1,0,NULL,NULL,NULL
47,43,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES,Invoice issued along with CTR,0,1,0,NULL,NULL,NULL
48,43,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2020-12-31,YES,,5250,1,0,NULL,NULL,NULL
49,43,CORP TAX,2020,CORP TAX - 2020,6,2020-01-01,2021-10-15,YES,,5250,1,0,NULL,NULL,NULL
50,46,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES,Invoice issued along with CTR,0,1,0,NULL,NULL,NULL
51,46,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2020-12-31,YES,,6800,1,0,NULL,NULL,NULL
52,12,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES,"TOPC gives discount for monthly invoices to be approx. $5,000",5000,12,0,NULL,NULL,NULL
53,12,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2020-10-15,YES,,8150,1,0,NULL,NULL,NULL
54,13,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2021-05-31,YES,,3480,1,0,NULL,NULL,NULL
55,14,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES,,1999,12,0,NULL,NULL,NULL
56,14,COMP,2019,COMP - 2019,6,2020-04-16,2020-04-30,YES,Invoice issued along with BM,5000,1,0,NULL,NULL,NULL
57,15,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES,,1999,12,0,NULL,NULL,NULL
58,15,COMP,2019,COMP - 2019,6,2020-04-16,2020-04-30,YES,Invoice issued along with BM,9500,1,0,NULL,NULL,NULL
59,16,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES,Quarterly PR,1250,1,0,NULL,NULL,NULL
60,57,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2020-12-31,YES,,1999,12,0,NULL,NULL,NULL
61,8,HR,2020,HR - 2020,5,2020-01-27,2020-05-31,YES,Service as needed basis.,500,6,0,NULL,NULL,NULL
62,111,CORP TAX,2019,CORP TAX - 2019,3,2019-01-01,2020-10-31,YES,"Consultation, billed as incurred",0,1,0,NULL,NULL,NULL
63,19,AUD,2019,AUD - 2019,3,2019-10-01,2020-10-31,YES,,9500,1,0,NULL,NULL,NULL
64,21,AUD,2019,AUD - 2019,3,2019-06-30,2020-08-31,YES,,37500,1,0,NULL,NULL,NULL
65,21,CORP TAX,2019,CORP TAX - 2019,3,2019-07-01,2021-03-31,YES,,8500,1,0,NULL,NULL,NULL
66,24,CORP TAX,2019,CORP TAX - 2019,3,2019-10-01,2020-10-31,YES,,4000,1,0,NULL,NULL,NULL
67,24,REV,2019,REV - 2019,3,2019-10-01,2020-10-31,YES,,17000,1,0,NULL,NULL,NULL
68,25,BM,2020,BM - 2020,3,2020-01-01,2020-12-31,YES,"Consultation, billed as incurred",0,1,0,NULL,NULL,NULL
69,25,CORP TAX,2019,CORP TAX - 2019,3,2019-01-01,2020-10-31,YES,,13000,1,0,NULL,NULL,NULL
70,25,REV,2019,REV - 2019,3,2019-10-01,2020-10-31,YES,,47000,1,0,NULL,NULL,NULL
71,26,BM,2020,BM - 2020,3,2020-01-01,2020-12-31,YES,"Consultation, billed as incurred",0,1,0,NULL,NULL,NULL
72,26,CORP TAX,2019,CORP TAX - 2019,3,2019-10-01,2020-10-31,YES,,5400,1,0,NULL,NULL,NULL
73,26,REV,2019,REV - 2019,3,2019-10-01,2020-10-31,YES,"$2,850 is for provision and Fin 48",9200,1,2850,NULL,NULL,NULL
74,27,BM,2020,BM - 2020,3,2020-01-01,2020-12-31,YES,"Consultation, billed as incurred",0,1,0,NULL,NULL,NULL
75,27,COMP,2019,COMP - 2019,3,2019-10-01,2020-10-31,YES,,6500,1,0,NULL,NULL,NULL
76,27,CORP TAX,2019,CORP TAX - 2019,3,2019-10-01,2020-10-31,YES,,3500,1,0,NULL,NULL,NULL
77,28,AUD,2019,AUD - 2019,3,2019-07-01,2020-06-30,YES,,47800,1,0,NULL,NULL,NULL
78,28,CORP TAX,2019,CORP TAX - 2019,3,2019-01-01,2021-01-31,YES,,27000,1,0,NULL,NULL,NULL
79,29,BM,2020,BM - 2020,3,2020-01-01,2020-12-31,YES,,2880,12,0,NULL,NULL,NULL
80,32,CORP TAX,2019,CORP TAX - 2019,3,2019-10-01,2020-10-31,YES,,4000,1,0,NULL,NULL,NULL
81,32,REV,2019,REV - 2019,3,2019-10-01,2020-10-31,YES,,19000,1,0,NULL,NULL,NULL
82,33,BM,2020,BM - 2020,3,2020-01-01,2020-12-31,YES,"Consultation, billed as incurred",0,1,0,NULL,NULL,NULL
83,34,CORP TAX,2019,CORP TAX - 2019,3,2019-04-01,2021-01-31,YES,"$3,500 is for annual provision",21000,1,3500,NULL,NULL,NULL
84,35,AMENDED TR - CTR,2015,AMENDED TR - CTR - 2015,3,2020-05-01,2020-12-31,YES,,1800,1,0,NULL,NULL,NULL
85,35,AMENDED TR - CTR,2016,AMENDED TR - CTR - 2016,3,2020-05-01,2020-12-31,YES,,1800,1,0,NULL,NULL,NULL
86,35,AMENDED TR - CTR,2017,AMENDED TR - CTR - 2017,3,2020-05-01,2020-12-31,YES,,1800,1,0,NULL,NULL,NULL
87,35,AMENDED TR - CTR,2018,AMENDED TR - CTR - 2018,3,2020-05-01,2020-12-31,YES,,3800,1,0,NULL,NULL,NULL
88,35,COMP,2019,COMP - 2019,3,2019-10-01,2020-07-31,YES,"Extra hours on Comp was billed in addition to fixed $7,500",7500,1,2331.2,NULL,NULL,NULL
89,36,BM,2020,BM - 2020,3,2019-10-01,2020-10-31,YES,BE-12C benchmark,2400,1,0,NULL,NULL,NULL
90,37,BM,2020,BM - 2020,3,2020-01-01,2020-12-31,YES,"Consultation, billed as incurred",0,1,0,NULL,NULL,NULL
91,37,CORP TAX,2019,CORP TAX - 2019,3,2019-01-01,2020-05-31,YES,,4280,1,0,NULL,NULL,NULL
92,38,CORP TAX,2019,CORP TAX - 2019,3,2019-10-01,2020-10-31,YES,,4750,1,0,NULL,NULL,NULL
93,39,CORP TAX,2019,CORP TAX - 2019,3,2019-10-01,2020-10-31,YES,,18500,1,0,NULL,NULL,NULL
94,39,TP,2019,TP - 2019,3,2020-06-01,2020-12-31,YES,,9000,1,0,NULL,NULL,NULL
95,40,COMP,2019,COMP - 2019,3,2019-10-01,2020-07-31,YES,"$9,588 was for additional time spent on COMP and related consultation on investment and loan conversion",7500,1,9588.7,NULL,NULL,NULL
96,40,CORP TAX,2019,CORP TAX - 2019,3,2019-04-01,2021-01-31,YES,,13000,1,0,NULL,NULL,NULL
97,41,BM,2020,BM - 2020,3,2020-01-01,2020-12-31,YES,BE-12C benchmark,2400,1,0,NULL,NULL,NULL
98,42,AUD,2020,AUD - 2020,3,2020-06-01,2021-06-30,YES,"$4,175 was for works on drafting FS.",65500,1,4175,NULL,NULL,NULL
99,42,BM,2020,BM - 2020,3,2020-01-01,2020-12-31,YES,"Consultation, billed as incurred",0,1,0,NULL,NULL,NULL
100,44,CORP TAX,2019,CORP TAX - 2019,3,2019-10-01,2020-10-31,YES,,3000,1,0,NULL,NULL,NULL
101,45,CORP TAX,2019,CORP TAX - 2019,3,2019-10-01,2020-10-31,YES,,36350,1,0,NULL,NULL,NULL
102,47,CORP TAX,2019,CORP TAX - 2019,3,2019-10-01,2020-10-31,YES,,12500,1,0,NULL,NULL,NULL
103,47,TP,2019,TP - 2019,3,2020-06-01,2020-12-31,YES,TP update,3520,1,0,NULL,NULL,NULL
